GEOID,year,scenario,pixel_count,annual_mean_temp_c,annual_min_temp_c,annual_max_temp_c,high_temp_days_90th,high_temp_days_95th,low_temp_days_10th,annual_mean_min_temp_c,annual_precipitation_mm,high_precip_days_95th,high_precip_days_95th.1,hot_days_30c,threshold_90th_c,threshold_95th_c,cold_days_0c,threshold_10th_c,very_cold_days_10th,extremely_cold_days_5th,ultra_cold_days_1st,threshold_10th_c_cold,threshold_5th_c,threshold_1st_c,growing_degree_days,precip_per_high_day,high_day_ratio
55023,2004,historical,4,20.133132934570312,9.217132568359377,28.40809631347656,125.25,78.0,0.0,14.220126152038574,1519.5830078125,113.0,113.0,0.0,24.64828491210937,26.94866943359375,0.0,-3.870574951171875,0.0,0.0,0.0,-9.378875732421877,-13.531350708007812,-20.7557421875,3701.8916015625,13.44763723727876,30.958904109589042
55023,2005,historical,4,20.1343002319336,8.930641174316406,28.422637939453125,125.5,78.0,0.0,14.227202415466309,1531.5599365234375,113.75,113.75,0.0,24.661346435546875,26.9617919921875,0.0,-3.96038818359375,0.0,0.0,0.0,-9.44580078125,-13.595916748046877,-20.66493225097656,3702.314453125,13.464263178228022,31.164383561643838
55023,2006,historical,4,20.154071807861328,8.837135314941406,28.57044219970703,125.25,78.25,0.0,14.241262435913086,1518.159423828125,115.5,115.5,0.0,24.707843017578146,26.992156982421875,0.0,-3.8654052734374993,0.0,0.0,0.0,-9.377655029296877,-13.42808837890625,-20.4335986328125,3711.44189453125,13.144237435741342,31.643835616438352
55023,2007,historical,4,20.17720031738281,8.792808532714844,28.52959442138672,125.25,81.0,0.0,14.270421981811523,1521.520263671875,112.75,112.75,0.0,24.74749755859375,27.027069091796875,0.0,-3.80169677734375,0.0,0.0,0.0,-9.31024169921875,-13.356362915039062,-20.360015869140625,3721.0556640625,13.494636484894679,30.89041095890411
55023,2008,historical,4,20.22403907775879,8.712913513183594,28.662811279296875,125.0,81.25,0.0,14.312870979309082,1523.522216796875,110.75,110.75,0.0,24.773730468750017,27.064208984375,0.0,-3.7316162109374993,0.0,0.0,0.0,-9.240631103515623,-13.227273559570312,-20.177408752441405,3738.32568359375,13.756408278075622,30.34246575342466
55023,2009,historical,4,20.293926239013672,8.708114624023438,28.708251953125,125.0,81.75,0.0,14.397891998291016,1529.23291015625,105.25,105.25,0.0,24.816131591796875,27.08313903808593,0.0,-3.699615478515625,0.0,0.0,0.0,-9.19871826171875,-13.212472534179687,-20.18348175048828,3763.697021484375,14.529528837589073,28.835616438356166
55023,2010,historical,4,20.32196044921875,9.0440673828125,28.733985900878903,124.25,80.75,0.0,14.417680740356444,1530.1455078125,107.0,107.0,0.0,24.829943847656267,27.108123779296875,0.0,-3.63446044921875,0.0,0.0,0.0,-9.115740966796874,-13.127227783203123,-20.0916748046875,3772.3408203125,14.300425306658878,29.315068493150687
55023,2011,historical,4,20.34722137451172,9.087173461914062,28.770851135253903,123.75,81.5,0.0,14.421621322631836,1521.212890625,104.75,104.75,0.0,24.86505126953125,27.151132202148432,0.0,-3.495330810546875,0.0,0.0,0.0,-8.969940185546875,-12.999969482421877,-19.98297088623047,3781.32470703125,14.522318764916468,28.698630136986303
55023,2012,historical,4,20.38519096374512,9.1895751953125,28.83055877685547,122.5,81.75,0.0,14.440149307250977,1504.6739501953125,105.5,105.5,0.0,24.93490600585937,27.213104248046875,0.0,-3.464599609375,0.0,0.0,0.0,-8.950152587890624,-12.970101928710935,-20.03566986083984,3793.90283203125,14.262312324126185,28.904109589041095
55023,2013,historical,4,20.445819854736328,8.910545349121094,28.89078521728516,125.5,82.5,0.0,14.500926971435549,1503.6171875,103.75,103.75,0.0,25.00752563476564,27.28497314453125,0.0,-3.506988525390625,0.0,0.0,0.0,-8.982635498046875,-13.020477294921877,-20.05533325195313,3816.2841796875,14.49269578313253,28.424657534246577
55023,2014,historical,4,20.49360656738281,9.25714874267578,28.956886291503903,126.5,82.5,0.0,14.555002212524414,1510.619873046875,102.25,102.25,0.0,25.061816406250017,27.33533630371093,0.0,-3.420745849609375,0.0,0.0,0.0,-8.888946533203125,-12.89447021484375,-19.92352783203125,3833.99755859375,14.77378848945599,28.013698630136986
55023,2015,hybrid,4,20.512603759765625,9.12299346923828,29.052528381347656,125.25,83.0,0.0,14.62581729888916,1511.96826171875,103.75,103.75,0.0,25.081207275390625,27.378173828125,0.0,-3.4300415039062493,0.0,0.0,0.0,-8.853790283203125,-12.84613037109375,-19.820062561035154,3841.869873046875,14.573188064759035,28.424657534246577
55023,2100,ssp245,4,22.39970588684082,9.811073303222656,30.49132537841797,119.75,71.0,0.0,16.54661750793457,1650.2359619140625,108.25,108.25,41.25,27.5721435546875,29.465606689453125,0.0,-0.6773681640625,0.0,0.0,0.0,-6.450225830078125,-9.627349853515623,-15.624124145507812,4526.1337890625,15.244674013062934,29.65753424657534
55025,1980,historical,6,19.061458587646484,7.8720855712890625,27.70408058166504,120.33333333333331,55.333333333333336,0.0,12.839714050292969,1568.3267822265625,109.0,109.0,0.0,24.395648193359392,26.74493408203125,0.0,-4.2734375,0.0,0.0,0.0,-9.944854736328123,-14.247039794921877,-21.11438995361328,3322.419189453125,14.388319102995986,29.863013698630137
